,0
PF3D7_1200700.1-p1,1.0
PF3D7_1372400.1-p1,1.0
PF3D7_1323000.1-p1,1.0
PF3D7_0922900.1-p1,1.0
PF3D7_0626300.1-p1,1.0
PF3D7_0208500.1-p1,0.9999998575667997
PF3D7_0608800.1-p1,0.9998126719054121
PF3D7_1450900.1-p1,0.9999999999999998
PF3D7_0627800.1-p1,0.9999999999999998
PF3D7_0211400.1-p1,0.9999999999999998
PF3D7_0922400.1-p1,1.0000000000000042
PF3D7_1008900.1-p1,1.0000000000000042
PF3D7_0415600.1-p1,1.0000000000000042
PF3D7_1444300.1-p1,0.9999998575668047
PF3D7_1367700.1-p1,0.0
PF3D7_0802800.1-p1,0.999999999999983
PF3D7_1218600.1-p1,0.0
PF3D7_0514300.1-p1,0.9999999999999993
PF3D7_0102900.1-p1,0.9999999999999993
PF3D7_1235700.1-p1,0.6720162058855663
PF3D7_0217100.1-p1,0.6924364851642322
PF3D7_1311300.1-p1,0.6720162058855685
PF3D7_0603500.1-p1,0.9999999999999986
PF3D7_1308200.1-p1,0.9999999999999986
PF3D7_1343000.1-p1,0.9999999999999986
PF3D7_1426500.1-p1,0.0
PF3D7_0609400.1-p1,0.9999999999999923
PF3D7_1409900.1-p1,0.9999999999999923
PF3D7_1324800.1-p1,0.9999999999999923
PF3D7_0810800.1-p1,0.9999999999999923
PF3D7_1127100.1-p1,0.9999999999999923
PF3D7_0720800.1-p1,0.9999999999999923
PF3D7_1467300.1-p1,0.0
PF3D7_1462800.1-p1,-2.608965424459672e-16
PF3D7_0615100.1-p1,1.0000000000000016
PF3D7_0927300.1-p1,5.960628684832505e-15
PF3D7_1420900.1-p1,1.0000000000000024
PF3D7_0922600.1-p1,1.0000000000000024
PF3D7_1435300.1-p1,1.0000000000000024
PF3D7_1139700.1-p1,1.0000000000000024
PF3D7_1357200.1-p1,1.0000000000000024
PF3D7_1349200.1-p1,1.0000000000000024
PF3D7_1132800.1-p1,1.0000000000000024
PF3D7_1344000.1-p1,1.0000000000000024
PF3D7_1365500.1-p1,0.0
PF3D7_0815900.1-p1,0.9999999999999973
PF3D7_1132900.1-p1,0.967230097204714
PF3D7_1232200.1-p1,0.9999999999999156
PF3D7_0813800.1-p1,0.9999999999999156
PF3D7_1347700.1-p1,0.9999999999999156
PF3D7_1406300.1-p1,0.9999999999999156
PF3D7_0306300.1-p1,0.9999999999999156
PF3D7_0709200.1-p1,0.9999999999999156
PF3D7_0923800.2-p1,0.9999999999999156
PF3D7_0923800.1-p1,0.9999999999999156
PF3D7_0606900.1-p1,0.9999999999999156
PF3D7_1419800.1-p1,0.9999999999999156
PF3D7_0512200.1-p1,0.9999999999999156
PF3D7_1224000.1-p1,0.9999999999999156
PF3D7_0607500.1-p1,0.9999999999999156
PF3D7_0715000.1-p1,0.9999999999999156
PF3D7_1454500.1-p1,0.9999999999999156
PF3D7_1458400.1-p1,0.9999999999999156
PF3D7_0920800.1-p1,0.0
PF3D7_1345700.1-p1,1.0000000000000198
PF3D7_0204500.1-p1,0.0
PF3D7_1314600.1-p1,0.9999999999999996
PF3D7_1416800.1-p1,0.9999999999999996
PF3D7_1350100.1-p1,0.9999999999999996
PF3D7_0106900.1-p1,-4.7383198737747634e-15
PF3D7_0922200.1-p1,0.0
PF3D7_1229100.1-p1,1.000000000000005
PF3D7_1434000.1-p1,7.744160560812621e-14
PF3D7_0727200.1-p1,1.0000000000000209
PF3D7_1126100.1-p1,1.0000000000000209
PF3D7_0817000.1-p1,1.0000000000000209
PF3D7_1365400.1-p1,1.0000000000000209
PF3D7_1366500.1-p1,0.9999995641353413
PF3D7_0320500.1-p1,1.0000000000000209
PF3D7_1115400.1-p1,1.0000000000000209
PF3D7_0831700.1-p1,1.0000000000000209
PF3D7_1431800.1-p1,1.0000000000000209
PF3D7_0917900.1-p1,1.0000000000000209
PF3D7_0818900.1-p1,1.0000000000000209
PF3D7_1134000.1-p1,1.0000000000000209
PF3D7_0619400.1-p1,1.0000000000000209
PF3D7_0202700.1-p1,-1.6955048737819408e-14
PF3D7_1352100.1-p1,0.9999999999999988
PF3D7_1447900.1-p1,0.9999999999999988
PF3D7_0523000.1-p1,0.9999999999999988
PF3D7_1145500.1-p1,0.9999999999999988
PF3D7_0915400.1-p1,-6.6562026346085056e-15
PF3D7_1339900.1-p1,1.0000000000000058
PF3D7_1420600.1-p1,1.0000000000000058
