,0
PF3D7_1200700.1-p1,1.0
PF3D7_1372400.1-p1,1.0
PF3D7_1323000.1-p1,1.0
PF3D7_0922900.1-p1,1.0
PF3D7_0626300.1-p1,1.0
PF3D7_0208500.1-p1,1.0
PF3D7_0608800.1-p1,1.0
PF3D7_1450900.1-p1,1.0
PF3D7_0627800.1-p1,1.0
PF3D7_0211400.1-p1,1.0
PF3D7_0922400.1-p1,1.000000000000002
PF3D7_1008900.1-p1,1.000000000000002
PF3D7_0415600.1-p1,1.000000000000002
PF3D7_1444300.1-p1,1.000000000000002
PF3D7_1367700.1-p1,1.000000000000002
PF3D7_0802800.1-p1,1.000000000000002
PF3D7_1218600.1-p1,1.000000000000002
PF3D7_0514300.1-p1,1.000000000000002
PF3D7_0102900.1-p1,1.000000000000002
PF3D7_1235700.1-p1,0.8434670192691656
PF3D7_0217100.1-p1,0.869687591421584
PF3D7_1311300.1-p1,0.8434670192691642
PF3D7_0603500.1-p1,1.0000000000000002
PF3D7_1308200.1-p1,1.0000000000000002
PF3D7_1343000.1-p1,1.0000000000000002
PF3D7_1426500.1-p1,1.0000000000000002
PF3D7_0609400.1-p1,1.0000000000000002
PF3D7_1409900.1-p1,1.0000000000000002
PF3D7_1324800.1-p1,1.0000000000000002
PF3D7_0810800.1-p1,1.0000000000000002
PF3D7_1127100.1-p1,1.0000000000000002
PF3D7_0720800.1-p1,1.0000000000000002
PF3D7_1467300.1-p1,1.0000000000000002
PF3D7_1462800.1-p1,0.9823210731376595
PF3D7_0615100.1-p1,1.000000000000006
PF3D7_0927300.1-p1,-3.100338357569677e-14
PF3D7_1420900.1-p1,1.0000000000000004
PF3D7_0922600.1-p1,1.0000000000000004
PF3D7_1435300.1-p1,1.0000000000000004
PF3D7_1139700.1-p1,1.0000000000000004
PF3D7_1357200.1-p1,1.0000000000000004
PF3D7_1349200.1-p1,1.0000000000000004
PF3D7_1132800.1-p1,1.0000000000000004
PF3D7_1344000.1-p1,1.0000000000000004
PF3D7_1365500.1-p1,0.9713090923289147
PF3D7_0815900.1-p1,1.0000000000000033
PF3D7_1132900.1-p1,0.9713090923289147
PF3D7_1232200.1-p1,1.0000000000000033
PF3D7_0813800.1-p1,1.0000000000000033
PF3D7_1347700.1-p1,1.0000000000000033
PF3D7_1406300.1-p1,1.0000000000000033
PF3D7_0306300.1-p1,1.0000000000000033
PF3D7_0709200.1-p1,1.0000000000000033
PF3D7_0923800.2-p1,1.0000000000000033
PF3D7_0923800.1-p1,1.0000000000000033
PF3D7_0606900.1-p1,1.0000000000000033
PF3D7_1419800.1-p1,1.0000000000000033
PF3D7_0512200.1-p1,1.0000000000000033
PF3D7_1224000.1-p1,1.0000000000000033
PF3D7_0607500.1-p1,1.0000000000000033
PF3D7_0715000.1-p1,1.0000000000000033
PF3D7_1454500.1-p1,1.0000000000000033
PF3D7_1458400.1-p1,1.0000000000000033
PF3D7_0920800.1-p1,1.0000000000000033
PF3D7_1345700.1-p1,1.0000000000000033
PF3D7_0204500.1-p1,1.0000000000000033
PF3D7_1314600.1-p1,1.0000000000000033
PF3D7_1416800.1-p1,1.0000000000000033
PF3D7_1350100.1-p1,1.0000000000000033
PF3D7_0106900.1-p1,1.0000000000000033
PF3D7_0922200.1-p1,1.0000000000000033
PF3D7_1229100.1-p1,1.0000000000000033
PF3D7_1434000.1-p1,-5.3777078415774e-14
PF3D7_0727200.1-p1,1.0000000000000033
PF3D7_1126100.1-p1,1.0000000000000033
PF3D7_0817000.1-p1,1.0000000000000033
PF3D7_1365400.1-p1,1.0000000000000033
PF3D7_1366500.1-p1,1.0000000000000033
PF3D7_0320500.1-p1,1.0000000000000033
PF3D7_1115400.1-p1,1.0000000000000033
PF3D7_0831700.1-p1,1.0000000000000033
PF3D7_1431800.1-p1,1.0000000000000033
PF3D7_0917900.1-p1,1.0000000000000033
PF3D7_0818900.1-p1,1.0000000000000033
PF3D7_1134000.1-p1,1.0000000000000033
PF3D7_0619400.1-p1,1.0000000000000033
PF3D7_0202700.1-p1,1.0000000000000033
PF3D7_1352100.1-p1,1.0000000000000033
PF3D7_1447900.1-p1,1.0000000000000033
PF3D7_0523000.1-p1,1.0000000000000033
PF3D7_1145500.1-p1,1.0000000000000033
PF3D7_0915400.1-p1,0.9823210731376713
PF3D7_1339900.1-p1,1.000000000000002
PF3D7_1420600.1-p1,1.000000000000002
