,0
PF3D7_1200700.1-p1,1.0
PF3D7_1372400.1-p1,1.0
PF3D7_1323000.1-p1,1.0
PF3D7_0922900.1-p1,1.0
PF3D7_0626300.1-p1,1.0
PF3D7_0208500.1-p1,0.9999898866620138
PF3D7_0608800.1-p1,0.9998062736666841
PF3D7_1450900.1-p1,1.0000000000000018
PF3D7_0627800.1-p1,1.0000000000000018
PF3D7_0211400.1-p1,1.0000000000000018
PF3D7_0922400.1-p1,1.0000000000000018
PF3D7_1008900.1-p1,1.0000000000000018
PF3D7_0415600.1-p1,1.0000000000000018
PF3D7_1444300.1-p1,0.9999898866620132
PF3D7_1367700.1-p1,-8.977148216276315e-16
PF3D7_0802800.1-p1,1.0000000000000018
PF3D7_1218600.1-p1,-4.923358930046342e-16
PF3D7_0514300.1-p1,1.000000000000002
PF3D7_0102900.1-p1,1.000000000000002
PF3D7_1235700.1-p1,0.6979221314325236
PF3D7_1311300.1-p1,0.6979221314325236
PF3D7_0217100.1-p1,0.7238421232693949
PF3D7_0603500.1-p1,0.9999699593173912
PF3D7_1308200.1-p1,1.0000000000000047
PF3D7_1343000.1-p1,1.0000000000000047
PF3D7_1426500.1-p1,-8.962935213762317e-16
PF3D7_0609400.1-p1,1.0000000000000002
PF3D7_1409900.1-p1,1.0000000000000002
PF3D7_1324800.1-p1,1.0000000000000002
PF3D7_0810800.1-p1,1.0000000000000002
PF3D7_0720800.1-p1,1.0000000000000002
PF3D7_1127100.1-p1,1.0000000000000002
PF3D7_1467300.1-p1,0.0
PF3D7_1462800.1-p1,0.9767531655460566
PF3D7_0615100.1-p1,1.0000000000000002
PF3D7_0927300.1-p1,0.9922791323403953
PF3D7_1420900.1-p1,1.0
PF3D7_0922600.1-p1,1.0
PF3D7_1139700.1-p1,1.0
PF3D7_1435300.1-p1,1.0
PF3D7_1357200.1-p1,1.0
PF3D7_1349200.1-p1,1.0
PF3D7_1132900.1-p1,0.9647673966309489
PF3D7_1232200.1-p1,0.9999999999999991
PF3D7_0815900.1-p1,0.9999999999999991
PF3D7_1365500.1-p1,0.9647537195866672
PF3D7_1344000.1-p1,1.0
PF3D7_0813800.1-p1,1.0
PF3D7_1347700.1-p1,1.0
PF3D7_1406300.1-p1,1.0
PF3D7_0306300.1-p1,1.0
PF3D7_0709200.1-p1,1.0
PF3D7_0606900.1-p1,1.0
PF3D7_0923800.2-p1,1.0
PF3D7_1419800.1-p1,1.0
PF3D7_0923800.1-p1,1.0
PF3D7_0512200.1-p1,1.0
PF3D7_1224000.1-p1,1.0
PF3D7_0607500.1-p1,1.0
PF3D7_0715000.1-p1,1.0
PF3D7_1454500.1-p1,1.0
PF3D7_1458400.1-p1,1.0
PF3D7_0920800.1-p1,-4.818967743109758e-15
PF3D7_1345700.1-p1,1.000000000000002
PF3D7_0204500.1-p1,0.0
PF3D7_1314600.1-p1,1.0000000000000027
PF3D7_1416800.1-p1,1.0000000000000027
PF3D7_1350100.1-p1,1.0000000000000027
PF3D7_0106900.1-p1,0.0
PF3D7_0922200.1-p1,0.0
PF3D7_1229100.1-p1,1.0000000000000284
PF3D7_1434000.1-p1,-5.967604770417068e-12
PF3D7_0727200.1-p1,1.0000000000000007
PF3D7_1365400.1-p1,1.0000000000000007
PF3D7_0817000.1-p1,1.0000000000000007
PF3D7_1126100.1-p1,1.0000000000000007
PF3D7_1366500.1-p1,0.999999539941065
PF3D7_0320500.1-p1,1.0000000000000007
PF3D7_1115400.1-p1,1.0000000000000007
PF3D7_1134000.1-p1,1.0000000000000007
PF3D7_0818900.1-p1,1.0000000000000007
PF3D7_0831700.1-p1,1.0000000000000007
PF3D7_0917900.1-p1,1.0000000000000007
PF3D7_1431800.1-p1,1.0000000000000007
PF3D7_0619400.1-p1,1.0000000000000007
PF3D7_0202700.1-p1,0.0
PF3D7_0523000.1-p1,0.9999999999999929
PF3D7_1145500.1-p1,0.9999999999999929
PF3D7_1447900.1-p1,0.9999999999999929
PF3D7_1352100.1-p1,0.9999999999999929
PF3D7_0915400.1-p1,0.9767336941990973
PF3D7_1339900.1-p1,1.0000000000000004
PF3D7_1420600.1-p1,1.0000000000000004
PF3D7_1440300.1-p1,1.0000000000000004
PF3D7_0816100.1-p1,1.0000000000000004
PF3D7_1342800.1-p1,0.9997728689564341
PF3D7_0820200.1-p1,1.0000000000000007
PF3D7_1368200.1-p1,0.9999318356404596
