,0
PF3D7_0409500,1.3950312424068162e-16
PF3D7_1323000,0.9999968559936494
PF3D7_1240000,0.9999999999999983
PF3D7_0922900,0.9999968559936494
PF3D7_0626300,0.9999968559936494
PF3D7_0413500,0.9999999999999983
PF3D7_0204500,0.9847609950537358
PF3D7_1116500,0.999999999999999
PF3D7_0828600,0.999999999999999
PF3D7_0715000,0.9999999999999992
PF3D7_1450900,0.9999999999999992
PF3D7_1026900,0.9999968559936504
PF3D7_1460000,0.999999999999999
PF3D7_1469600,0.999999999999999
PF3D7_1036800,0.9999999999999989
PF3D7_1130000,0.0
PF3D7_0624700,0.9999999999999997
PF3D7_0911000,0.9999999999999997
PF3D7_0211400,0.9999968559936507
PF3D7_1342100,0.9987248490256719
PF3D7_1430300,0.9999999999999997
PF3D7_1403900,0.9999999999999997
PF3D7_0420200,0.9999999999999997
PF3D7_0627800,0.9999999999999997
PF3D7_1111500,0.9999999999999997
PF3D7_1029600,0.9723701531329332
PF3D7_1458400,0.9999999999999997
PF3D7_0922400,0.9999999999999997
PF3D7_1347200,1.151491491927145e-15
PF3D7_1008900,0.9999999999999964
PF3D7_0110900,0.9999999999999964
PF3D7_0816900,0.9999999999999964
PF3D7_0305800,0.9999999999999964
PF3D7_0415600,0.0
PF3D7_1033100,0.9999999999999996
PF3D7_1404600,0.9999999999999996
PF3D7_0802600,0.9999999999999996
PF3D7_0206700,1.0000000000000067
PF3D7_1354500,1.0000000000000067
PF3D7_1444300,1.4423271195962988e-13
PF3D7_0520900,0.0
PF3D7_1223800,1.0000000000000002
PF3D7_0823900,1.0000000000000002
PF3D7_1320800,1.0000000000000002
PF3D7_1232200,0.9999999999999993
PF3D7_0820700,0.9999999999999993
PF3D7_0815900,0.9999999999999993
PF3D7_1312600,0.9999999999999993
PF3D7_1226100,0.9999999999999993
PF3D7_1246100,0.0
PF3D7_0629500,1.0000000000000016
PF3D7_1208400,1.0000000000000016
PF3D7_0209600,1.0000000000000016
PF3D7_1231400,1.0000000000000016
PF3D7_1132500,1.0000000000000016
PF3D7_0515500,1.0000000000000016
PF3D7_1364600,1.0000000000000016
PF3D7_1440500,1.0000000000000016
PF3D7_1241600,-1.854309826597017e-15
PF3D7_1329400,1.0000000000000009
PF3D7_1363700,1.0000000000000009
PF3D7_0729200,1.0000000000000009
PF3D7_1436900,1.0000000000000009
PF3D7_0520600,1.0000000000000009
PF3D7_0906500,1.0000000000000009
PF3D7_0309500,1.0000000000000009
PF3D7_1344800,0.0
PF3D7_1310000,0.800092088676123
PF3D7_1235700,0.800092088676123
PF3D7_0703600,0.800092088676123
PF3D7_1311300,0.800092088676123
PF3D7_1005800,0.800092088676123
PF3D7_0217100,0.800092088676123
PF3D7_0715500,0.800092088676123
PF3D7_1147700,0.800092088676123
PF3D7_0705900,0.800092088676123
PF3D7_0106100,1.0000000000000007
PF3D7_1311900,1.0000000000000007
PF3D7_0406100,1.0000000000000007
PF3D7_1140100,1.0000000000000007
PF3D7_1354400,1.0000000000000007
PF3D7_1306600,1.0000000000000007
PF3D7_1323200,1.0000000000000007
PF3D7_1464700,1.0000000000000007
PF3D7_1341900,1.0000000000000007
PF3D7_0806800,1.0000000000000007
PF3D7_0519200,1.0000000000000007
PF3D7_0934500,1.0000000000000007
PF3D7_1004800,1.0000000000000007
PF3D7_1037300,1.0000000000000007
PF3D7_1368700,1.0000000000000007
PF3D7_0108400,1.0000000000000007
PF3D7_1211900,1.0000000000000007
PF3D7_0603500,1.0000000000000007
PF3D7_1308200,0.0
PF3D7_1315600,0.0
PF3D7_0503100,-3.0491138803296944e-28
PF3D7_1409900,9.817065153585372e-29
PF3D7_0628300,0.0
PF3D7_1316600,0.0
PF3D7_1401800,0.9708898288904666
PF3D7_0623000,0.0
PF3D7_1471200,0.9999999999999987
PF3D7_1120300,0.9999999999999987
PF3D7_1142400,-1.2750721399539104e-16
PF3D7_1022500,0.9999999999999981
PF3D7_0609200,0.9999999999999981
PF3D7_1410200,-1.9625879748168184e-16
PF3D7_1439000,0.9999999999999999
PF3D7_1421900,0.9999999999999999
PF3D7_0928000,0.7988230933754679
mal_mito_1,0.7988230933754679
PF3D7_0927800,0.7988230933754679
PF3D7_1010300,0.7988230933754679
PF3D7_1475300,0.7988230933754679
mal_mito_2,0.7988230933754679
PF3D7_1430900,0.7988230933754679
PF3D7_1361700,0.7988230933754679
PF3D7_1426900,0.7988230933754679
PF3D7_1012300,0.7988230933754679
PF3D7_0523100,0.7988230933754679
PF3D7_0933600,0.7988230933754679
PF3D7_1439400,0.7988230933754679
PF3D7_1462700,0.7988230933754679
PF3D7_0111500,3.5289623066019795e-16
PF3D7_0210300,1.0000000000000013
PF3D7_0926400,1.0000000000000013
PF3D7_1349400,1.0000000000000013
PF3D7_0511200,1.0000000000000013
PF3D7_1367500,1.0000000000000013
PF3D7_1232300,1.0000000000000013
PF3D7_0322300,0.0
