reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['BCY84_00483-t36_1-p1', 'BCY84_11989-t36_1-p1', 'BCY84_00584-t36_1-p1', 'BCY84_01967-t36_1-p1', 'BCY84_11993-t36_1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['BCY84_00483-t36_1-p1', 'BCY84_11989-t36_1-p1', 'BCY84_00584-t36_1-p1', 'BCY84_01967-t36_1-p1', 'BCY84_11993-t36_1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['BCY84_00483-t36_1-p1', 'BCY84_11989-t36_1-p1', 'BCY84_00584-t36_1-p1', 'BCY84_01967-t36_1-p1', 'BCY84_11993-t36_1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['BCY84_19743-t36_1-p1', 'BCY84_06973-t36_1-p1', 'BCY84_19216-t36_1-p1', 'BCY84_02993-t36_1-p1', 'BCY84_16254-t36_1-p1', 'BCY84_21954-t36_1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['BCY84_19743-t36_1-p1', 'BCY84_06973-t36_1-p1', 'BCY84_19216-t36_1-p1', 'BCY84_02993-t36_1-p1', 'BCY84_16254-t36_1-p1', 'BCY84_21954-t36_1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['BCY84_19743-t36_1-p1', 'BCY84_06973-t36_1-p1', 'BCY84_19216-t36_1-p1', 'BCY84_02993-t36_1-p1', 'BCY84_16254-t36_1-p1', 'BCY84_21954-t36_1-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['BCY84_02874-t36_1-p1'],1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['BCY84_02874-t36_1-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,"['BCY84_20329-t36_1-p1', 'BCY84_20328']",1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['BCY84_00483-t36_1-p1', 'BCY84_01967-t36_1-p1', 'BCY84_11989-t36_1-p1', 'BCY84_00584-t36_1-p1', 'BCY84_21150-t36_1-p1', 'BCY84_11993-t36_1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['BCY84_00483-t36_1-p1', 'BCY84_01967-t36_1-p1', 'BCY84_11989-t36_1-p1', 'BCY84_00584-t36_1-p1', 'BCY84_21150-t36_1-p1', 'BCY84_11993-t36_1-p1']",1000.0,0.0
