,0
PF3D7_0409500,1.3950312424068162e-16
PF3D7_1323000,0.9999968559936494
PF3D7_1240000,0.9999999999999983
PF3D7_0922900,0.9999968559936494
PF3D7_0626300,0.9999968559936494
PF3D7_0413500,0.9999999999999983
PF3D7_0204500,0.9847609950537358
PF3D7_0828600,0.999999999999999
PF3D7_1116500,0.999999999999999
PF3D7_0715000,0.9999999999999992
PF3D7_1450900,0.9999999999999992
PF3D7_1469600,0.9999999999999992
PF3D7_1460000,0.9999999999999992
PF3D7_1026900,0.9999968559936504
PF3D7_1036800,0.9999999999999992
PF3D7_1130000,0.0
PF3D7_0624700,1.0000000000000002
PF3D7_0911000,1.0000000000000002
PF3D7_0211400,0.9999968559936504
PF3D7_1342100,0.9987248490256726
PF3D7_1403900,0.9999999999999999
PF3D7_1430300,0.9999999999999999
PF3D7_0420200,0.9999999999999999
PF3D7_0627800,0.9999999999999992
PF3D7_1111500,0.9999999999999992
PF3D7_1029600,0.9723701531329324
PF3D7_1458400,0.9999999999999986
PF3D7_0922400,0.9999999999999986
PF3D7_1347200,-2.04155241638744e-13
PF3D7_0816900,1.0
PF3D7_1008900,1.0
PF3D7_0110900,1.0
PF3D7_0305800,1.0
PF3D7_0415600,0.0
PF3D7_1033100,1.0000000000000002
PF3D7_0802600,1.0000000000000002
PF3D7_1404600,1.0000000000000002
PF3D7_0206700,1.0000000000000016
PF3D7_1354500,1.0000000000000016
PF3D7_1444300,-7.016447597413439e-16
PF3D7_0520900,5.613158077930751e-16
PF3D7_0823900,0.9999999999999926
PF3D7_1223800,0.999999999999958
PF3D7_1232200,1.0000000000000002
PF3D7_1312600,1.0000000000000002
PF3D7_1320800,1.0000000000000002
PF3D7_0820700,1.0000000000000002
PF3D7_0815900,1.0000000000000002
PF3D7_1226100,1.0000000000000002
PF3D7_1246100,0.0
PF3D7_0629500,1.0000000000000002
PF3D7_1231400,1.0000000000000002
PF3D7_0515500,1.0000000000000002
PF3D7_0209600,1.0000000000000002
PF3D7_1208400,1.0000000000000002
PF3D7_1132500,1.0000000000000002
PF3D7_1364600,1.0000000000000002
PF3D7_1440500,1.0000000000000002
PF3D7_1241600,-1.3015389061347814e-16
PF3D7_1329400,0.9999999999999989
PF3D7_1363700,0.9999999999999989
PF3D7_0729200,0.9999999999999989
PF3D7_1436900,0.9999999999999989
PF3D7_0520600,0.9999999999999989
PF3D7_0906500,0.9999999999999989
PF3D7_0309500,0.9999999999999989
PF3D7_1344800,0.0
PF3D7_1235700,0.8000920886761212
PF3D7_1005800,0.8000920886761212
PF3D7_0715500,0.8000920886761212
PF3D7_0217100,0.8000920886761212
PF3D7_1311300,0.8000920886761212
PF3D7_1310000,0.8000920886761212
PF3D7_0705900,0.8000920886761212
PF3D7_1147700,0.8000920886761212
PF3D7_0703600,0.8000920886761212
PF3D7_1306600,0.999999999999999
PF3D7_0406100,0.999999999999999
PF3D7_1464700,0.999999999999999
PF3D7_1323200,0.999999999999999
PF3D7_0519200,0.999999999999999
PF3D7_0934500,0.999999999999999
PF3D7_1341900,0.999999999999999
PF3D7_1354400,0.999999999999999
PF3D7_0806800,0.999999999999999
PF3D7_0106100,0.999999999999999
PF3D7_1140100,0.999999999999999
PF3D7_1311900,0.999999999999999
PF3D7_1037300,0.999999999999999
PF3D7_1004800,0.999999999999999
PF3D7_1368700,0.999999999999999
PF3D7_0108400,0.999999999999999
PF3D7_1211900,0.999999999999999
PF3D7_0603500,0.999999999999999
PF3D7_1308200,0.0
PF3D7_1315600,0.0
PF3D7_0503100,-7.289617890559696e-29
PF3D7_1409900,2.3959533774237162e-17
PF3D7_0628300,2.471056912054134e-30
PF3D7_1316600,-1.8532926840406004e-30
PF3D7_1401800,0.9708898288904706
PF3D7_0623000,0.0
PF3D7_1471200,1.0000000000000004
PF3D7_1120300,1.0000000000000004
PF3D7_1142400,6.454528467703021e-16
PF3D7_0609200,0.9999999999999999
PF3D7_1022500,0.9999999999999999
PF3D7_1410200,0.0
PF3D7_1439000,1.0000000000000009
PF3D7_1421900,1.0000000000000009
PF3D7_0927800,0.798823093375469
mal_mito_1,0.798823093375469
PF3D7_1430900,0.798823093375469
mal_mito_2,0.798823093375469
PF3D7_1010300,0.798823093375469
PF3D7_1475300,0.798823093375469
PF3D7_0928000,0.798823093375469
PF3D7_1361700,0.798823093375469
PF3D7_0933600,0.798823093375469
PF3D7_1426900,0.798823093375469
PF3D7_1462700,0.798823093375469
PF3D7_1439400,0.798823093375469
PF3D7_1012300,0.798823093375469
PF3D7_0523100,0.798823093375469
PF3D7_0111500,-5.779322684403507e-17
PF3D7_0926400,0.9999999999999999
PF3D7_0210300,0.9999999999999999
PF3D7_1349400,0.9999999999999999
PF3D7_1367500,0.9999999999999999
PF3D7_1232300,0.9999999999999999
PF3D7_0511200,0.9999999999999999
PF3D7_0322300,0.0
PF3D7_0928900,0.9999999999999987
