,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
4MOPDC,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
UDPSQSc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
OCTNLL,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HYDFDi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DHORD2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HBCO_nadp_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PYK3,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_arg__L_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
KAT4,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
r0817,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CMPA,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DGDGW3DS1839Z12Z15Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PMI1346PS,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ABFPT,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MGDGW6DS1829Z12Z160c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
RE3033C,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
2AGPEAT161,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CERH126,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
5FTHFt,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AMPN,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
XAND,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AMAOTr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MGDGW6DS1829Z12Z1627Z10Z2c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
acoa_prod10,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GCC2bim,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_alaala_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ETHAPT_LNA_ARA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_protein_t_e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SBTRhc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACOADAGAT18111Z18111Z1819Z,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
RHACOAR60,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
OAAAKGtm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
LUMIRHODOPSINIc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ALOX15,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GAPDi_nadp,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AKO,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
3OAR80,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DMQMTm,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DAGK_OLE_PALM,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_cyssermet_e,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
NDH1_1uc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
13GS,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_pg140_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
THMATPe,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
ACOAD1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FRUpts2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HACDpc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ADEt,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SK_met__L_c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FASm2201,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PGSA180,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EAR80x,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SK_trnatrp_c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CAMPt,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DADNt2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AKGDm,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_ibt_e,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
PLDAGAT1801819Z1601,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GLNt2r,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DAGAH1801819Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MELTGH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3OAR40_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PNTEH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_so4_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
AGPATACP_OLE_HDE,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACCOAC_1c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GLUt2r,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FMNAT,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
AGAIAGT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MAGAH18111Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DCPE,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SELCYSTL,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CRVStu,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_mnl_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
TRPO2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GLMS_syn,,,nonlethal,not in model,nonlethal,not in model,not in model,,,not in model,,,,
CYSt_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MLTHFtap,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
HMGL_1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
LPLIPAL2G120,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DHQS,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
RDXR,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
r0398,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
PDE2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FBA2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GPAM_hsnhs,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_metox__R_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
STARCH300DEGR2Ac,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MN6PP,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ETHAPT_LNA_ALNA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ETHSabc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_ps161_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
THZPSN_mt2,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_aspvalasn_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NH4tm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_sulfac_e,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
ALCD24xi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
2AGPGAT180,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOADAGAT1819Z18111Z180,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
CYSTSERex,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PLDAGAT1801819Z1819Z3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_MYRS_EPA_DHA_PE_12_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PTRCtmi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
G12MT2gc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PUNP5,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GALMAN600c_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SELMETAT,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
FECRMabcppc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CHOLK,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MLTG2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PCD6DS_STC_GLNA_sn2_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
SLDy,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MI1345PP,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_4abut_e,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
EX_galctn__D_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AGAID,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
A1E,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
IPCS124_SC,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CDAPPA120,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_PALM_EPA_DHA_PE_13_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ATPATF3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ALDH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GALabc,,,nonlethal,not in model,nonlethal,not in model,not in model,,,not in model,,,,
HACD9,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
SLCBK2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
RNDR5,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GTHRDH_syn,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
ARBTpts,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_serphelys_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_ficytc6_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PYK5,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
4HBZFm,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
DOLDPP,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
DPRm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACKr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NTRLASE3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PACOAL,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
I4FE4SR,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
4HBZR,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ASAPTc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL161t2pp_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_lyspheile_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ps_prod2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PI45BPP,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PPAKr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CITCIb,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GALm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PDHa,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FEROt,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DAGAH16018111Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SPMDAT1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PE_CHOtm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GCCc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
OGMEACPS,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NADS1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CRETINOLPMTACTc,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
EX_3mb_e,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
CSND,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FACOAL60t2ppc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
LPLIPAL2G181,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
POR_1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
OAACITtm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
BGLA,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SS,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL_160_m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
KAS8,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
VALtec,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ETHAPT_STC_DHA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
TMDK1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
2agpe141t,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DGDGGH1829Z12Z160c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SGAT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ARGARGLYSt,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PTPATi,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
TAGAH1819Z18111Z1835Z9Z12Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL160,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CMPDAi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
RIBabc1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_acmum_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GRGTc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AGAT_SC,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
MGDGW3DS1839Z12Z15Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ETHSO3abcppc,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
METS,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
URO,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CYSSERMETt,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
BAMPPALDOXm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PRO1x,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
PSD120,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
AHCYStm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
THD2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SO4HCOtex,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL181t2pp_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_dsbard_e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
YVITEt,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
PCMEH2ppc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_cpgn_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MG2abc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
THMPPt2m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
RNDR4,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FACOAL181,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CERH124,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
FASC240ACP,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
HACD3,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
CEPTCnhs,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FTCL,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PEPC_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_MYRS_EPA_LNA_PE_13_c,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
GLUabc,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
AGPATCOA1819Z1819Z,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MXMOc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GCALDD,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DHRT_ibcoa,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NDPK10,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACCOAhic,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FDH7,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
FALDH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PTRCt3i,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ECOAH4m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_hghhlipan_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PLDAGAT16018111Z1601,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GHMT2r_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ZAXANORc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDPC_MYRS_GLNA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EAR161x,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FE2DMT1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
2AGPGAT120,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_degly_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PYRDC2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AATGc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
OMBZLM6mc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
URIK3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NDP1,,,nonlethal,not in model,nonlethal,not in model,not in model,,,not in model,,,,
EX_clpn141_e,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_PALM_PALM_LNA_PE_11_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
GLXO3r,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL180_2,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
ALASm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_his__L_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FAOXC80,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GLYATxc,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_cellb_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CHOPT_STC_HDE_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DHORD2m,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
I2FE2ST,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_ileargile_e,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
MCDC,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AFLBURPPAAMH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PS_asn__L_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
RNDR2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_ps180_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
COLIPAPabctexc,,,nonlethal,not in model,nonlethal,not in model,not in model,,,not in model,,,,
FRD,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
NTP8,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
PEPCKm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLA2PE_OLE_EPA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_HDE_ARA_HDE_PE_13_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
POLYAO,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FGLU,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_ac_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_pmtcoa_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
AASPm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ECOAH7,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ATDGDm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CAT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PE1801835Z9Z12Zt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PA180tap,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_salcn_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
